[2025-10-23T08:16:38.869+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-10-23T08:16:39.070+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: update_db.core_table manual__2025-10-23T08:16:06.700378+00:00 [queued]>
[2025-10-23T08:16:39.135+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: update_db.core_table manual__2025-10-23T08:16:06.700378+00:00 [queued]>
[2025-10-23T08:16:39.143+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2025-10-23T08:16:42.161+0000] {data_modification.py:78} INFO - Updated row with Video_ID: HBMmK1c44sE
[2025-10-23T08:16:42.167+0000] {data_modification.py:78} INFO - Updated row with Video_ID: oBYbxw8f5OI
[2025-10-23T08:16:42.171+0000] {data_modification.py:78} INFO - Updated row with Video_ID: AiGKBNGlzHo
[2025-10-23T08:16:42.196+0000] {data_modification.py:78} INFO - Updated row with Video_ID: _mdKvblL_8s
[2025-10-23T08:16:42.201+0000] {data_modification.py:78} INFO - Updated row with Video_ID: yXWw0_UfSFg
[2025-10-23T08:16:42.205+0000] {data_modification.py:78} INFO - Updated row with Video_ID: F4Y3Pkn95GI
[2025-10-23T08:16:42.222+0000] {data_modification.py:78} INFO - Updated row with Video_ID: KSKJKLmAqpI
[2025-10-23T08:16:42.245+0000] {data_modification.py:78} INFO - Updated row with Video_ID: IYVjOfoU3uI
[2025-10-23T08:16:42.252+0000] {data_modification.py:78} INFO - Updated row with Video_ID: oI6aXhowFDY
[2025-10-23T08:16:42.266+0000] {data_modification.py:78} INFO - Updated row with Video_ID: LdMx2U5tby0
[2025-10-23T08:16:42.272+0000] {data_modification.py:78} INFO - Updated row with Video_ID: fY-LA3YaZ_M
[2025-10-23T08:16:42.278+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 0hVZOJCYBBM
[2025-10-23T08:16:42.293+0000] {data_modification.py:78} INFO - Updated row with Video_ID: Z9WQy9jEY8M
[2025-10-23T08:16:42.302+0000] {data_modification.py:78} INFO - Updated row with Video_ID: bs0SWXbty18
[2025-10-23T08:16:42.321+0000] {data_modification.py:78} INFO - Updated row with Video_ID: yeqARWqjkps
[2025-10-23T08:16:42.335+0000] {data_modification.py:78} INFO - Updated row with Video_ID: wMuYiLby3-s
[2025-10-23T08:16:42.341+0000] {data_modification.py:78} INFO - Updated row with Video_ID: NbaWrbJDr48
[2025-10-23T08:16:42.374+0000] {data_modification.py:78} INFO - Updated row with Video_ID: sfv1QaRzJg8
[2025-10-23T08:16:42.382+0000] {data_modification.py:78} INFO - Updated row with Video_ID: X1jMMFOqxEw
[2025-10-23T08:16:42.394+0000] {data_modification.py:78} INFO - Updated row with Video_ID: ORUX1lHbOa8
[2025-10-23T08:16:42.399+0000] {data_modification.py:78} INFO - Updated row with Video_ID: LU_xVr4b2qM
[2025-10-23T08:16:42.406+0000] {data_modification.py:78} INFO - Updated row with Video_ID: tQ4m4zD7BBA
[2025-10-23T08:16:42.410+0000] {data_modification.py:78} INFO - Updated row with Video_ID: D9lVNzyhYnc
[2025-10-23T08:16:42.418+0000] {data_modification.py:78} INFO - Updated row with Video_ID: jokVbbLqV_E
[2025-10-23T08:16:42.422+0000] {data_modification.py:78} INFO - Updated row with Video_ID: HPJKxAhLw5I
[2025-10-23T08:16:42.426+0000] {data_modification.py:78} INFO - Updated row with Video_ID: Ims5p6wjW9s
[2025-10-23T08:16:42.431+0000] {data_modification.py:78} INFO - Updated row with Video_ID: anFxsa5jXrE
[2025-10-23T08:16:42.435+0000] {data_modification.py:78} INFO - Updated row with Video_ID: TQHEJj68Jew
[2025-10-23T08:16:42.440+0000] {data_modification.py:78} INFO - Updated row with Video_ID: WcwGleN38zE
[2025-10-23T08:16:42.444+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 3LLnjRLrvLU
[2025-10-23T08:16:42.450+0000] {data_modification.py:78} INFO - Updated row with Video_ID: bTrV5v7GLcQ
[2025-10-23T08:16:42.454+0000] {data_modification.py:78} INFO - Updated row with Video_ID: lBYC4_Lccjw
[2025-10-23T08:16:42.458+0000] {data_modification.py:78} INFO - Updated row with Video_ID: gL6iSCSHjco
[2025-10-23T08:16:42.468+0000] {data_modification.py:78} INFO - Updated row with Video_ID: UQtltNZ_pjs
[2025-10-23T08:16:42.472+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 0DaMUhgcAqo
[2025-10-23T08:16:42.476+0000] {data_modification.py:78} INFO - Updated row with Video_ID: TOcGSwJBPMQ
[2025-10-23T08:16:42.484+0000] {data_modification.py:78} INFO - Updated row with Video_ID: ws694xrKopA
[2025-10-23T08:16:42.488+0000] {data_modification.py:78} INFO - Updated row with Video_ID: UtnsWzaoRtg
[2025-10-23T08:16:42.493+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 6wsFjjhZPJI
[2025-10-23T08:16:42.501+0000] {data_modification.py:78} INFO - Updated row with Video_ID: Rmf6T_Ewt38
[2025-10-23T08:16:42.505+0000] {data_modification.py:78} INFO - Updated row with Video_ID: n6qc4LHN2KQ
[2025-10-23T08:16:42.509+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 2eFSU7TFOnk
[2025-10-23T08:16:42.513+0000] {data_modification.py:78} INFO - Updated row with Video_ID: RCvnytndd9c
[2025-10-23T08:16:42.518+0000] {data_modification.py:78} INFO - Updated row with Video_ID: AA-VpIj8F5Y
[2025-10-23T08:16:42.522+0000] {data_modification.py:78} INFO - Updated row with Video_ID: fWcSBWadolA
[2025-10-23T08:16:42.530+0000] {data_modification.py:78} INFO - Updated row with Video_ID: YyhKdOCwD7s
[2025-10-23T08:16:42.534+0000] {data_modification.py:78} INFO - Updated row with Video_ID: ha4tRQwKIUg
[2025-10-23T08:16:42.538+0000] {data_modification.py:78} INFO - Updated row with Video_ID: xRwy_rKc7gI
[2025-10-23T08:16:42.542+0000] {data_modification.py:78} INFO - Updated row with Video_ID: H1WBdh56Vq4
[2025-10-23T08:16:42.547+0000] {data_modification.py:78} INFO - Updated row with Video_ID: xhIYirjB4Yc
[2025-10-23T08:16:42.552+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 9yrdFAJUSaU
[2025-10-23T08:16:42.556+0000] {data_modification.py:78} INFO - Updated row with Video_ID: i2O6GMpNWGo
[2025-10-23T08:16:42.561+0000] {data_modification.py:78} INFO - Updated row with Video_ID: Y6jC6VaO3j0
[2025-10-23T08:16:42.565+0000] {data_modification.py:78} INFO - Updated row with Video_ID: Ooke4YZv8Ts
[2025-10-23T08:16:42.570+0000] {data_modification.py:78} INFO - Updated row with Video_ID: ZV7rU6lnAKQ
[2025-10-23T08:16:42.574+0000] {data_modification.py:78} INFO - Updated row with Video_ID: iUzi5JmJNWc
[2025-10-23T08:16:42.581+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 9cCpZl8euLI
[2025-10-23T08:16:42.588+0000] {data_modification.py:78} INFO - Updated row with Video_ID: I046_n20d3s
[2025-10-23T08:16:42.593+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 2nd73lyvq4w
[2025-10-23T08:16:42.599+0000] {data_modification.py:78} INFO - Updated row with Video_ID: nuM0Z4a7kMs
[2025-10-23T08:16:42.603+0000] {data_modification.py:78} INFO - Updated row with Video_ID: qPBtTPJHS0Q
[2025-10-23T08:16:42.608+0000] {data_modification.py:78} INFO - Updated row with Video_ID: A-vX1AGBGsc
[2025-10-23T08:16:42.613+0000] {data_modification.py:78} INFO - Updated row with Video_ID: IiW2smvEcBM
[2025-10-23T08:16:42.622+0000] {data_modification.py:78} INFO - Updated row with Video_ID: q6Qw8mUVTrE
[2025-10-23T08:16:42.626+0000] {data_modification.py:78} INFO - Updated row with Video_ID: dBxOYE2j55U
[2025-10-23T08:16:42.630+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 984NGLLYDUg
[2025-10-23T08:16:42.634+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 7zi0bi-RDj4
[2025-10-23T08:16:42.638+0000] {data_modification.py:78} INFO - Updated row with Video_ID: XaxhLbxZ13k
[2025-10-23T08:16:42.643+0000] {data_modification.py:78} INFO - Updated row with Video_ID: L8nh1wuXTbI
[2025-10-23T08:16:42.655+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 9-HphHIJS9c
[2025-10-23T08:16:42.659+0000] {data_modification.py:78} INFO - Updated row with Video_ID: rPXmbM2UEbU
[2025-10-23T08:16:42.666+0000] {data_modification.py:78} INFO - Updated row with Video_ID: sESRuTyfsEk
[2025-10-23T08:16:42.672+0000] {data_modification.py:78} INFO - Updated row with Video_ID: QapO3maXd9k
[2025-10-23T08:16:42.677+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 71VpdDb8e6U
[2025-10-23T08:16:42.683+0000] {data_modification.py:78} INFO - Updated row with Video_ID: e5DqdX-7_g4
[2025-10-23T08:16:42.688+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 9vB-48kHbBU
[2025-10-23T08:16:42.694+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 3ix_gbcubTo
[2025-10-23T08:16:42.698+0000] {data_modification.py:78} INFO - Updated row with Video_ID: mGIpOtncmSM
[2025-10-23T08:16:42.703+0000] {data_modification.py:78} INFO - Updated row with Video_ID: VqnQ-0q2gb4
[2025-10-23T08:16:42.710+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 3TflpIllQHY
[2025-10-23T08:16:42.718+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 1SwVSTKFCsc
[2025-10-23T08:16:42.722+0000] {data_modification.py:78} INFO - Updated row with Video_ID: ZPuEUe_8SRM
[2025-10-23T08:16:42.737+0000] {data_modification.py:78} INFO - Updated row with Video_ID: gKVZz4kcuns
[2025-10-23T08:16:42.742+0000] {data_modification.py:78} INFO - Updated row with Video_ID: xBP9EUQIkNs
[2025-10-23T08:16:42.748+0000] {data_modification.py:78} INFO - Updated row with Video_ID: qZNxvnQv0h4
[2025-10-23T08:16:42.754+0000] {data_modification.py:78} INFO - Updated row with Video_ID: uE6gud1voDs
[2025-10-23T08:16:42.776+0000] {data_modification.py:78} INFO - Updated row with Video_ID: f0M64XpmTz8
[2025-10-23T08:16:42.791+0000] {data_modification.py:78} INFO - Updated row with Video_ID: Gz3yak1cl-8
[2025-10-23T08:16:42.806+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 9GD6hbqu2oM
[2025-10-23T08:16:42.810+0000] {data_modification.py:78} INFO - Updated row with Video_ID: npDey6_9YRs
[2025-10-23T08:16:42.817+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 0NGWT9COcEI
[2025-10-23T08:16:42.823+0000] {data_modification.py:78} INFO - Updated row with Video_ID: UlUcwJc5nBs
[2025-10-23T08:16:42.827+0000] {data_modification.py:78} INFO - Updated row with Video_ID: qAW6CE7_bFM
[2025-10-23T08:16:42.833+0000] {data_modification.py:78} INFO - Updated row with Video_ID: tBEBc4KQVsU
[2025-10-23T08:16:42.837+0000] {data_modification.py:78} INFO - Updated row with Video_ID: q0OK-zHnvnA
[2025-10-23T08:16:42.842+0000] {data_modification.py:78} INFO - Updated row with Video_ID: bFZdU9dr4OM
[2025-10-23T08:16:42.847+0000] {data_modification.py:78} INFO - Updated row with Video_ID: nd-bwvNB7YA
[2025-10-23T08:16:42.854+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 6_im_hGxGRk
[2025-10-23T08:16:42.858+0000] {data_modification.py:78} INFO - Updated row with Video_ID: b91vrgVY-ZQ
[2025-10-23T08:16:42.866+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 52ubXjlVzUY
[2025-10-23T08:16:42.873+0000] {data_modification.py:78} INFO - Updated row with Video_ID: XHb7g6yuGgE
[2025-10-23T08:16:42.877+0000] {data_modification.py:78} INFO - Updated row with Video_ID: rH1D_3G56DY
[2025-10-23T08:16:42.884+0000] {data_modification.py:78} INFO - Updated row with Video_ID: -0zoWMSEOGg
[2025-10-23T08:16:42.888+0000] {data_modification.py:78} INFO - Updated row with Video_ID: WRzIuC2MKOU
[2025-10-23T08:16:42.892+0000] {data_modification.py:78} INFO - Updated row with Video_ID: foLlul8Tl3E
[2025-10-23T08:16:42.909+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 3iaDrpKdaIc
[2025-10-23T08:16:42.916+0000] {data_modification.py:78} INFO - Updated row with Video_ID: qrIh-ZHN4-E
[2025-10-23T08:16:42.921+0000] {data_modification.py:78} INFO - Updated row with Video_ID: mpZWt5pGKZ8
[2025-10-23T08:16:42.931+0000] {data_modification.py:78} INFO - Updated row with Video_ID: vbph9F_pRNI
[2025-10-23T08:16:42.939+0000] {data_modification.py:78} INFO - Updated row with Video_ID: wbzD04leeLI
[2025-10-23T08:16:42.943+0000] {data_modification.py:78} INFO - Updated row with Video_ID: MC5h-ShR-S8
[2025-10-23T08:16:42.948+0000] {data_modification.py:78} INFO - Updated row with Video_ID: uBC7805Smsg
[2025-10-23T08:16:42.952+0000] {data_modification.py:78} INFO - Updated row with Video_ID: d8pJkuSp1iI
[2025-10-23T08:16:42.956+0000] {data_modification.py:78} INFO - Updated row with Video_ID: dFr5YQaQQdo
[2025-10-23T08:16:42.965+0000] {data_modification.py:78} INFO - Updated row with Video_ID: xBLxMfO3pDw
[2025-10-23T08:16:42.975+0000] {data_modification.py:78} INFO - Updated row with Video_ID: d7QmQtNwhcU
[2025-10-23T08:16:42.981+0000] {data_modification.py:78} INFO - Updated row with Video_ID: NZR4WEjpOQg
[2025-10-23T08:16:42.985+0000] {data_modification.py:78} INFO - Updated row with Video_ID: vETSAZgfDP4
[2025-10-23T08:16:42.990+0000] {data_modification.py:78} INFO - Updated row with Video_ID: zE3FLbpu9-Q
[2025-10-23T08:16:42.993+0000] {data_modification.py:78} INFO - Updated row with Video_ID: Izmibu7dxcs
[2025-10-23T08:16:42.999+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 2Pvt8awds44
[2025-10-23T08:16:43.003+0000] {data_modification.py:78} INFO - Updated row with Video_ID: n9BbAfbsyj0
[2025-10-23T08:16:43.008+0000] {data_modification.py:78} INFO - Updated row with Video_ID: WZ2rYlVxt4g
[2025-10-23T08:16:43.016+0000] {data_modification.py:78} INFO - Updated row with Video_ID: CWK6an4mYL0
[2025-10-23T08:16:43.036+0000] {data_modification.py:78} INFO - Updated row with Video_ID: VwWV4JelEzY
[2025-10-23T08:16:43.047+0000] {data_modification.py:78} INFO - Updated row with Video_ID: koRKIlRQj4g
[2025-10-23T08:16:43.058+0000] {data_modification.py:78} INFO - Updated row with Video_ID: XKFKPQHdWRI
[2025-10-23T08:16:43.068+0000] {data_modification.py:78} INFO - Updated row with Video_ID: yuGEB4ZZdUQ
[2025-10-23T08:16:43.072+0000] {data_modification.py:78} INFO - Updated row with Video_ID: szt8xabJoSo
[2025-10-23T08:16:43.076+0000] {data_modification.py:78} INFO - Updated row with Video_ID: Fbl3E_XCQfA
[2025-10-23T08:16:43.092+0000] {data_modification.py:78} INFO - Updated row with Video_ID: Pe3pGsCeYXg
[2025-10-23T08:16:43.117+0000] {data_modification.py:78} INFO - Updated row with Video_ID: yzGmnjDFuZE
[2025-10-23T08:16:43.121+0000] {data_modification.py:78} INFO - Updated row with Video_ID: l_huIWJBhJM
[2025-10-23T08:16:43.125+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 7ALCsEyn3mg
[2025-10-23T08:16:43.130+0000] {data_modification.py:78} INFO - Updated row with Video_ID: CvMRiR4k49Y
[2025-10-23T08:16:43.134+0000] {data_modification.py:78} INFO - Updated row with Video_ID: g2rbhIB-ITM
[2025-10-23T08:16:43.137+0000] {data_modification.py:78} INFO - Updated row with Video_ID: nLpqZEAFnkE
[2025-10-23T08:16:43.141+0000] {data_modification.py:78} INFO - Updated row with Video_ID: sirrTXiPFmw
[2025-10-23T08:16:43.147+0000] {data_modification.py:78} INFO - Updated row with Video_ID: nRkwuTOESCc
[2025-10-23T08:16:43.152+0000] {data_modification.py:78} INFO - Updated row with Video_ID: AS6WMS_Bemg
[2025-10-23T08:16:43.156+0000] {data_modification.py:78} INFO - Updated row with Video_ID: wMn8d7IeCYM
[2025-10-23T08:16:43.160+0000] {data_modification.py:78} INFO - Updated row with Video_ID: BMZP4CtphaU
[2025-10-23T08:16:43.171+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 93s1JECSy60
[2025-10-23T08:16:43.175+0000] {data_modification.py:78} INFO - Updated row with Video_ID: YR6Wh2Zy9jE
[2025-10-23T08:16:43.182+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 5PCxQSMOl3o
[2025-10-23T08:16:43.186+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 5qzAVMe_SnM
[2025-10-23T08:16:43.190+0000] {data_modification.py:78} INFO - Updated row with Video_ID: zAAXW7ySu1k
[2025-10-23T08:16:43.205+0000] {data_modification.py:78} INFO - Updated row with Video_ID: sx5k8xd_VoU
[2025-10-23T08:16:43.215+0000] {data_modification.py:78} INFO - Updated row with Video_ID: uotb9ZHnI2g
[2025-10-23T08:16:43.220+0000] {data_modification.py:78} INFO - Updated row with Video_ID: nPlqRbVFBHI
[2025-10-23T08:16:43.224+0000] {data_modification.py:78} INFO - Updated row with Video_ID: RywkkwO78m8
[2025-10-23T08:16:43.229+0000] {data_modification.py:78} INFO - Updated row with Video_ID: P4qWhSZ7_WA
[2025-10-23T08:16:43.233+0000] {data_modification.py:78} INFO - Updated row with Video_ID: Lx9fRu5ehFo
[2025-10-23T08:16:43.237+0000] {data_modification.py:78} INFO - Updated row with Video_ID: ZJwX2jTXWwQ
[2025-10-23T08:16:43.241+0000] {data_modification.py:78} INFO - Updated row with Video_ID: N_GMakKf7G4
[2025-10-23T08:16:43.246+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 63gyUQ_JeOE
[2025-10-23T08:16:43.250+0000] {data_modification.py:78} INFO - Updated row with Video_ID: IZVbzNRUlQI
[2025-10-23T08:16:43.260+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 8D3vI1615K4
[2025-10-23T08:16:43.265+0000] {data_modification.py:78} INFO - Updated row with Video_ID: dEOlvTqYUNo
[2025-10-23T08:16:43.268+0000] {data_modification.py:78} INFO - Updated row with Video_ID: AS5CxLCWq-Q
[2025-10-23T08:16:43.272+0000] {data_modification.py:78} INFO - Updated row with Video_ID: rqUvnLPvbrM
[2025-10-23T08:16:43.276+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 9CVwXBYVqVk
[2025-10-23T08:16:43.282+0000] {data_modification.py:78} INFO - Updated row with Video_ID: i8pmk5xnO2s
[2025-10-23T08:16:43.291+0000] {data_modification.py:78} INFO - Updated row with Video_ID: xWcldHxHFpo
[2025-10-23T08:16:43.296+0000] {data_modification.py:78} INFO - Updated row with Video_ID: YH1-fDzHHpo
[2025-10-23T08:16:43.300+0000] {data_modification.py:78} INFO - Updated row with Video_ID: ntlG5XgYg4k
[2025-10-23T08:16:43.303+0000] {data_modification.py:78} INFO - Updated row with Video_ID: Qy17S3g8ZuY
[2025-10-23T08:16:43.307+0000] {data_modification.py:78} INFO - Updated row with Video_ID: PJyWmlWNor8
[2025-10-23T08:16:43.312+0000] {data_modification.py:78} INFO - Updated row with Video_ID: NEDPgQYhbqs
[2025-10-23T08:16:43.318+0000] {data_modification.py:78} INFO - Updated row with Video_ID: RPcXg2-0ejw
[2025-10-23T08:16:43.322+0000] {data_modification.py:78} INFO - Updated row with Video_ID: jhYG5BStQSk
[2025-10-23T08:16:43.326+0000] {data_modification.py:78} INFO - Updated row with Video_ID: wTIPpjUgAFE
[2025-10-23T08:16:43.332+0000] {data_modification.py:78} INFO - Updated row with Video_ID: Fzh65vCyHWQ
[2025-10-23T08:16:43.336+0000] {data_modification.py:78} INFO - Updated row with Video_ID: vBp0bzVr09s
[2025-10-23T08:16:43.342+0000] {data_modification.py:78} INFO - Updated row with Video_ID: AXjdI_LHWJU
[2025-10-23T08:16:43.349+0000] {data_modification.py:78} INFO - Updated row with Video_ID: dJCsc_Cq9i4
[2025-10-23T08:16:43.353+0000] {data_modification.py:78} INFO - Updated row with Video_ID: bqpKlkPpT10
[2025-10-23T08:16:43.358+0000] {data_modification.py:78} INFO - Updated row with Video_ID: TIIU1ivhLKs
[2025-10-23T08:16:43.367+0000] {data_modification.py:78} INFO - Updated row with Video_ID: G4qOiwIE_o0
[2025-10-23T08:16:43.372+0000] {data_modification.py:78} INFO - Updated row with Video_ID: yozl6enFC-w
[2025-10-23T08:16:43.376+0000] {data_modification.py:78} INFO - Updated row with Video_ID: LP_mGU3CgXk
[2025-10-23T08:16:43.383+0000] {data_modification.py:78} INFO - Updated row with Video_ID: DoIQMkoYSzw
[2025-10-23T08:16:43.387+0000] {data_modification.py:78} INFO - Updated row with Video_ID: e-If_d_bzfI
[2025-10-23T08:16:43.391+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 5J6-5g2alp8
[2025-10-23T08:16:43.401+0000] {data_modification.py:78} INFO - Updated row with Video_ID: qjGNBluF6_I
[2025-10-23T08:16:43.405+0000] {data_modification.py:78} INFO - Updated row with Video_ID: TLoDwqQF5ug
[2025-10-23T08:16:43.409+0000] {data_modification.py:78} INFO - Updated row with Video_ID: uAFGIQPWL54
[2025-10-23T08:16:43.416+0000] {data_modification.py:78} INFO - Updated row with Video_ID: SaDDjW9Rw-M
[2025-10-23T08:16:43.420+0000] {data_modification.py:78} INFO - Updated row with Video_ID: CHdy9wND1jo
[2025-10-23T08:16:43.433+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 9LiS_3HEErU
[2025-10-23T08:16:43.437+0000] {data_modification.py:78} INFO - Updated row with Video_ID: hRj5qNfkdO0
[2025-10-23T08:16:43.441+0000] {data_modification.py:78} INFO - Updated row with Video_ID: ocruJKe2tFk
[2025-10-23T08:16:43.446+0000] {data_modification.py:78} INFO - Updated row with Video_ID: MgRMNzKknto
[2025-10-23T08:16:43.452+0000] {data_modification.py:78} INFO - Updated row with Video_ID: XW1TsAVdXsw
[2025-10-23T08:16:43.457+0000] {data_modification.py:78} INFO - Updated row with Video_ID: Qhdj_Umh1IE
[2025-10-23T08:16:43.464+0000] {data_modification.py:78} INFO - Updated row with Video_ID: hC3xW8xeCDs
[2025-10-23T08:16:43.468+0000] {data_modification.py:78} INFO - Updated row with Video_ID: xGJEPTCw9GU
[2025-10-23T08:16:43.472+0000] {data_modification.py:78} INFO - Updated row with Video_ID: FmjsePPBbdU
[2025-10-23T08:16:43.476+0000] {data_modification.py:78} INFO - Updated row with Video_ID: lMLEcUXz6T8
[2025-10-23T08:16:43.483+0000] {data_modification.py:78} INFO - Updated row with Video_ID: BKJy7BFP3Is
[2025-10-23T08:16:43.488+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 1gfgZhW3YgU
[2025-10-23T08:16:43.495+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 6XCUHLhdnEY
[2025-10-23T08:16:43.500+0000] {data_modification.py:78} INFO - Updated row with Video_ID: ttWTSskmxTA
[2025-10-23T08:16:43.506+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 5bCyFf8lSfk
[2025-10-23T08:16:43.512+0000] {data_modification.py:78} INFO - Updated row with Video_ID: kupaqq-xJ_8
[2025-10-23T08:16:43.516+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 4KVmSG6KS2k
[2025-10-23T08:16:43.525+0000] {data_modification.py:78} INFO - Updated row with Video_ID: iengNekeTNo
[2025-10-23T08:16:43.532+0000] {data_modification.py:78} INFO - Updated row with Video_ID: KzwTYZ2W3ZA
[2025-10-23T08:16:43.536+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 9fa_JYTPZ2Y
[2025-10-23T08:16:43.541+0000] {data_modification.py:78} INFO - Updated row with Video_ID: t1BWMa8btIw
[2025-10-23T08:16:43.547+0000] {data_modification.py:78} INFO - Updated row with Video_ID: fG1N5kzeAhM
[2025-10-23T08:16:43.556+0000] {data_modification.py:78} INFO - Updated row with Video_ID: vT_gRRMjDi0
[2025-10-23T08:16:43.563+0000] {data_modification.py:78} INFO - Updated row with Video_ID: dfcPUqiivDY
[2025-10-23T08:16:43.568+0000] {data_modification.py:78} INFO - Updated row with Video_ID: zCR6DJX7Kak
[2025-10-23T08:16:43.572+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 4cX-w-ia0RU
[2025-10-23T08:16:43.576+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 2nVjy-zd65Q
[2025-10-23T08:16:43.582+0000] {data_modification.py:78} INFO - Updated row with Video_ID: xlzpD4GeBW0
[2025-10-23T08:16:43.586+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 8ZTy3K2QgOY
[2025-10-23T08:16:43.590+0000] {data_modification.py:78} INFO - Updated row with Video_ID: k9zko79_3_I
[2025-10-23T08:16:43.602+0000] {data_modification.py:78} INFO - Updated row with Video_ID: fYnPyLfxSJg
[2025-10-23T08:16:43.606+0000] {data_modification.py:78} INFO - Updated row with Video_ID: pBH_QL4JGcI
[2025-10-23T08:16:43.612+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 1wtFD9zSQO8
[2025-10-23T08:16:43.616+0000] {data_modification.py:78} INFO - Updated row with Video_ID: VqhjiwmGNKA
[2025-10-23T08:16:43.620+0000] {data_modification.py:78} INFO - Updated row with Video_ID: EhZ9gHZOZT8
[2025-10-23T08:16:43.625+0000] {data_modification.py:78} INFO - Updated row with Video_ID: LHtkve6-O0g
[2025-10-23T08:16:43.640+0000] {data_modification.py:78} INFO - Updated row with Video_ID: m3Ol8zn7brk
[2025-10-23T08:16:43.646+0000] {data_modification.py:78} INFO - Updated row with Video_ID: qBiZA4QDsj0
[2025-10-23T08:16:43.650+0000] {data_modification.py:78} INFO - Updated row with Video_ID: NeOrh4GnPZ4
[2025-10-23T08:16:43.653+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 9Ax56oRhcZc
[2025-10-23T08:16:43.658+0000] {data_modification.py:78} INFO - Updated row with Video_ID: -cWVrFABWHw
[2025-10-23T08:16:43.675+0000] {data_modification.py:78} INFO - Updated row with Video_ID: z7qtJAAV5d0
[2025-10-23T08:16:43.696+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 9pk-neTrDoM
[2025-10-23T08:16:43.701+0000] {data_modification.py:78} INFO - Updated row with Video_ID: JQscW6DfNZY
[2025-10-23T08:16:43.705+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 9smE_EiKJ8Q
[2025-10-23T08:16:43.709+0000] {data_modification.py:78} INFO - Updated row with Video_ID: hfaPkoXeYfU
[2025-10-23T08:16:43.714+0000] {data_modification.py:78} INFO - Updated row with Video_ID: u0hHxeWkB_o
[2025-10-23T08:16:43.718+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 64WGWubQO3I
[2025-10-23T08:16:43.722+0000] {data_modification.py:78} INFO - Updated row with Video_ID: QJUs6CSRCFU
[2025-10-23T08:16:43.726+0000] {data_modification.py:78} INFO - Updated row with Video_ID: Om4c4ilT_6g
[2025-10-23T08:16:43.731+0000] {data_modification.py:78} INFO - Updated row with Video_ID: GbOfxRfHdeg
[2025-10-23T08:16:43.735+0000] {data_modification.py:78} INFO - Updated row with Video_ID: yzxYCRDcGDs
[2025-10-23T08:16:43.740+0000] {data_modification.py:78} INFO - Updated row with Video_ID: PCakYf_PnT0
[2025-10-23T08:16:43.745+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 8nv_ltg4RAg
[2025-10-23T08:16:43.749+0000] {data_modification.py:78} INFO - Updated row with Video_ID: VvphlSvCyj8
[2025-10-23T08:16:43.762+0000] {data_modification.py:78} INFO - Updated row with Video_ID: JP3v6UxI124
