[2025-10-22T11:08:18.755+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-10-22T11:08:18.874+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: update_db.staging_table manual__2025-10-22T11:08:15.110434+00:00 [queued]>
[2025-10-22T11:08:18.918+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: update_db.staging_table manual__2025-10-22T11:08:15.110434+00:00 [queued]>
[2025-10-22T11:08:18.921+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2025-10-22T11:08:22.444+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: zxYjTTXc-J8
[2025-10-22T11:08:22.461+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: hxwpkM5w3Cc
[2025-10-22T11:08:22.472+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: ktyJIj6i4Qw
[2025-10-22T11:08:22.502+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: urtFrxDUV6c
[2025-10-22T11:08:22.509+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: nM89Wl03Q4g
[2025-10-22T11:08:22.522+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: NZlClr_ivb4
[2025-10-22T11:08:22.526+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: E6E22XQPhhg
[2025-10-22T11:08:22.547+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: TQHEJj68Jew
[2025-10-22T11:08:22.564+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: WcwGleN38zE
[2025-10-22T11:08:22.615+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: fMfipiV_17o
[2025-10-22T11:08:22.679+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: ayXxwJJId_c
[2025-10-22T11:08:22.720+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 9bqk6ZUsKyA
[2025-10-22T11:08:22.764+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: DuQbOQwVaNE
[2025-10-22T11:08:22.796+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: vJH28ICkCdU
[2025-10-22T11:08:22.816+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: _uwNDiU04zE
[2025-10-22T11:08:22.861+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: C680oxL__ck
[2025-10-22T11:08:22.921+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 5Fg9oZk-5uA
[2025-10-22T11:08:22.942+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: PKtnafFtfEo
[2025-10-22T11:08:22.979+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: f0c7pSCoZqE
[2025-10-22T11:08:23.001+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: dg2Ag3e8W-Q
[2025-10-22T11:08:23.038+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: LeYsRMZFUq0
[2025-10-22T11:08:23.055+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Dc2ZRmuH5OM
[2025-10-22T11:08:23.109+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: GLoeAJUcz38
[2025-10-22T11:08:23.136+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: SZQhgExjBvQ
[2025-10-22T11:08:23.161+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: IoZri9hq7z4
[2025-10-22T11:08:23.227+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: vp5sSqyZ5Go
[2025-10-22T11:08:23.268+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: AKJfakEsgy0
[2025-10-22T11:08:23.310+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Vl3swga-Xrk
[2025-10-22T11:08:23.350+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: UE5AHE2Ypr8
[2025-10-22T11:08:23.366+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: TDiXxsQ0w2Q
[2025-10-22T11:08:23.376+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: oD155zWANQg
[2025-10-22T11:08:23.396+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: s1ax8Tx_Jz0
[2025-10-22T11:08:23.425+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: NkE0AMGzpJY
[2025-10-22T11:08:23.449+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: FbM1yi4mMMc
[2025-10-22T11:08:23.491+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 5V2B28OqfqM
[2025-10-22T11:08:23.538+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Rj_vssRaZlQ
[2025-10-22T11:08:23.566+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: YQDDm9HLkV4
[2025-10-22T11:08:23.580+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: erQ_9yEz0ls
[2025-10-22T11:08:23.613+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: OAbP-V6fEVc
[2025-10-22T11:08:23.644+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: _qAJMXfL6o0
[2025-10-22T11:08:23.674+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 59AYXzCa-Cs
[2025-10-22T11:08:23.700+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: r7zJ8srwwjk
[2025-10-22T11:08:23.732+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: YSoJPA8-oHc
[2025-10-22T11:08:23.764+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 5Hg_QSIJm8I
[2025-10-22T11:08:23.809+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: gsWPpE4Rid0
[2025-10-22T11:08:23.824+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: HBMmK1c44sE
[2025-10-22T11:08:23.852+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: oBYbxw8f5OI
[2025-10-22T11:08:23.925+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: AiGKBNGlzHo
[2025-10-22T11:08:23.986+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: _mdKvblL_8s
[2025-10-22T11:08:24.022+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: yXWw0_UfSFg
[2025-10-22T11:08:24.119+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: F4Y3Pkn95GI
[2025-10-22T11:08:24.166+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: KSKJKLmAqpI
[2025-10-22T11:08:24.190+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: IYVjOfoU3uI
[2025-10-22T11:08:24.216+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: oI6aXhowFDY
[2025-10-22T11:08:24.229+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: LdMx2U5tby0
[2025-10-22T11:08:24.240+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: fY-LA3YaZ_M
[2025-10-22T11:08:24.252+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 0hVZOJCYBBM
[2025-10-22T11:08:24.262+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Z9WQy9jEY8M
[2025-10-22T11:08:24.274+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: bs0SWXbty18
[2025-10-22T11:08:24.283+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: yeqARWqjkps
[2025-10-22T11:08:24.298+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: wMuYiLby3-s
[2025-10-22T11:08:24.314+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: NbaWrbJDr48
[2025-10-22T11:08:24.331+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: sfv1QaRzJg8
[2025-10-22T11:08:24.349+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: RwnN2FVaHmw
[2025-10-22T11:08:24.362+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: X1jMMFOqxEw
[2025-10-22T11:08:24.369+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: ORUX1lHbOa8
[2025-10-22T11:08:24.379+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: LU_xVr4b2qM
[2025-10-22T11:08:24.388+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: tQ4m4zD7BBA
[2025-10-22T11:08:24.398+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: D9lVNzyhYnc
[2025-10-22T11:08:24.430+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: jokVbbLqV_E
[2025-10-22T11:08:24.449+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: HPJKxAhLw5I
[2025-10-22T11:08:24.462+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Ims5p6wjW9s
[2025-10-22T11:08:24.474+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: anFxsa5jXrE
[2025-10-22T11:08:24.488+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: QxGVgXf_LNk
[2025-10-22T11:08:24.498+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: al6130OD1Ck
[2025-10-22T11:08:24.505+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: d1010B3sKNQ
[2025-10-22T11:08:24.516+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: NS3hse9ezik
[2025-10-22T11:08:24.528+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: npDey6_9YRs
[2025-10-22T11:08:24.536+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 0NGWT9COcEI
[2025-10-22T11:08:24.548+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 3LLnjRLrvLU
[2025-10-22T11:08:24.558+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: bTrV5v7GLcQ
[2025-10-22T11:08:24.567+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: lBYC4_Lccjw
[2025-10-22T11:08:24.575+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: gL6iSCSHjco
[2025-10-22T11:08:24.583+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: UQtltNZ_pjs
[2025-10-22T11:08:24.591+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 0DaMUhgcAqo
[2025-10-22T11:08:24.598+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: TOcGSwJBPMQ
[2025-10-22T11:08:24.614+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: ws694xrKopA
[2025-10-22T11:08:24.624+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: UtnsWzaoRtg
[2025-10-22T11:08:24.633+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 6wsFjjhZPJI
[2025-10-22T11:08:24.639+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Rmf6T_Ewt38
[2025-10-22T11:08:24.646+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: n6qc4LHN2KQ
[2025-10-22T11:08:24.653+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 2eFSU7TFOnk
[2025-10-22T11:08:24.659+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: RCvnytndd9c
[2025-10-22T11:08:24.666+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: AA-VpIj8F5Y
[2025-10-22T11:08:24.672+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: fWcSBWadolA
[2025-10-22T11:08:24.684+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: YyhKdOCwD7s
[2025-10-22T11:08:24.698+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: ha4tRQwKIUg
[2025-10-22T11:08:24.709+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: xRwy_rKc7gI
[2025-10-22T11:08:24.716+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: H1WBdh56Vq4
[2025-10-22T11:08:24.725+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: xhIYirjB4Yc
[2025-10-22T11:08:24.736+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: HfJMs4mrSJM
[2025-10-22T11:08:24.765+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: tYHTVjfShOA
[2025-10-22T11:08:24.779+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: JTQcIR2ZxU4
[2025-10-22T11:08:24.786+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: xpNeg0hPZIs
[2025-10-22T11:08:24.795+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 9yrdFAJUSaU
[2025-10-22T11:08:24.801+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: i2O6GMpNWGo
[2025-10-22T11:08:24.814+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Y6jC6VaO3j0
[2025-10-22T11:08:24.824+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Ooke4YZv8Ts
[2025-10-22T11:08:24.838+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: ZV7rU6lnAKQ
[2025-10-22T11:08:24.850+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: iUzi5JmJNWc
[2025-10-22T11:08:24.861+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 9cCpZl8euLI
[2025-10-22T11:08:24.868+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: I046_n20d3s
[2025-10-22T11:08:24.875+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 2nd73lyvq4w
[2025-10-22T11:08:24.886+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: nuM0Z4a7kMs
[2025-10-22T11:08:24.911+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: qPBtTPJHS0Q
[2025-10-22T11:08:24.927+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: A-vX1AGBGsc
[2025-10-22T11:08:24.943+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: IiW2smvEcBM
[2025-10-22T11:08:24.959+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: q6Qw8mUVTrE
[2025-10-22T11:08:24.980+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: dBxOYE2j55U
[2025-10-22T11:08:24.996+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 984NGLLYDUg
[2025-10-22T11:08:25.018+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 7zi0bi-RDj4
[2025-10-22T11:08:25.039+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: XaxhLbxZ13k
[2025-10-22T11:08:25.054+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: L8nh1wuXTbI
[2025-10-22T11:08:25.060+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 9-HphHIJS9c
[2025-10-22T11:08:25.073+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: rPXmbM2UEbU
[2025-10-22T11:08:25.088+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: sESRuTyfsEk
[2025-10-22T11:08:25.100+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: QapO3maXd9k
[2025-10-22T11:08:25.107+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 71VpdDb8e6U
[2025-10-22T11:08:25.118+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Su34c5Z8DW4
[2025-10-22T11:08:25.129+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: e5DqdX-7_g4
[2025-10-22T11:08:25.140+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 9vB-48kHbBU
[2025-10-22T11:08:25.155+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 3ix_gbcubTo
[2025-10-22T11:08:25.169+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: mGIpOtncmSM
[2025-10-22T11:08:25.186+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: VqnQ-0q2gb4
[2025-10-22T11:08:25.200+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 3TflpIllQHY
[2025-10-22T11:08:25.214+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 1SwVSTKFCsc
[2025-10-22T11:08:25.230+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: ZPuEUe_8SRM
[2025-10-22T11:08:25.240+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: gKVZz4kcuns
[2025-10-22T11:08:25.250+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: xBP9EUQIkNs
[2025-10-22T11:08:25.269+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: qZNxvnQv0h4
[2025-10-22T11:08:25.288+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: uE6gud1voDs
[2025-10-22T11:08:25.311+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: f0M64XpmTz8
[2025-10-22T11:08:25.331+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Gz3yak1cl-8
[2025-10-22T11:08:25.349+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 9GD6hbqu2oM
[2025-10-22T11:08:25.369+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: GUWGsIVEMSQ
[2025-10-22T11:08:25.411+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: wDqJZ_2ZA3A
[2025-10-22T11:08:25.445+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: RywkkwO78m8
[2025-10-22T11:08:25.461+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: P4qWhSZ7_WA
[2025-10-22T11:08:25.488+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: UlUcwJc5nBs
[2025-10-22T11:08:25.502+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: qAW6CE7_bFM
[2025-10-22T11:08:25.517+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: tBEBc4KQVsU
[2025-10-22T11:08:25.535+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: q0OK-zHnvnA
[2025-10-22T11:08:25.553+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: bFZdU9dr4OM
[2025-10-22T11:08:25.571+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: nd-bwvNB7YA
[2025-10-22T11:08:25.590+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 6_im_hGxGRk
[2025-10-22T11:08:25.631+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: b91vrgVY-ZQ
[2025-10-22T11:08:25.660+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 52ubXjlVzUY
[2025-10-22T11:08:25.700+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: XHb7g6yuGgE
[2025-10-22T11:08:25.727+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: rH1D_3G56DY
[2025-10-22T11:08:25.756+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: -0zoWMSEOGg
[2025-10-22T11:08:25.794+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: WRzIuC2MKOU
[2025-10-22T11:08:25.818+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: foLlul8Tl3E
[2025-10-22T11:08:25.835+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 3iaDrpKdaIc
[2025-10-22T11:08:25.856+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: qrIh-ZHN4-E
[2025-10-22T11:08:25.882+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: mpZWt5pGKZ8
[2025-10-22T11:08:25.907+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: vbph9F_pRNI
[2025-10-22T11:08:25.935+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: wbzD04leeLI
[2025-10-22T11:08:25.952+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: MC5h-ShR-S8
[2025-10-22T11:08:25.988+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: dp8IaLrZpGs
[2025-10-22T11:08:26.018+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 97Gh93Daio0
[2025-10-22T11:08:26.051+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: t4OumncEiKo
[2025-10-22T11:08:26.077+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Ejou8aa5eZk
[2025-10-22T11:08:26.104+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: ehEuczQUh8E
[2025-10-22T11:08:26.119+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: uBC7805Smsg
[2025-10-22T11:08:26.127+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: d8pJkuSp1iI
[2025-10-22T11:08:26.137+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: dFr5YQaQQdo
[2025-10-22T11:08:26.144+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: xBLxMfO3pDw
[2025-10-22T11:08:26.156+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: d7QmQtNwhcU
[2025-10-22T11:08:26.170+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: NZR4WEjpOQg
[2025-10-22T11:08:26.184+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: vETSAZgfDP4
[2025-10-22T11:08:26.193+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: zE3FLbpu9-Q
[2025-10-22T11:08:26.201+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Izmibu7dxcs
[2025-10-22T11:08:26.210+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 2Pvt8awds44
[2025-10-22T11:08:26.220+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: n9BbAfbsyj0
[2025-10-22T11:08:26.233+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: WZ2rYlVxt4g
[2025-10-22T11:08:26.239+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: CWK6an4mYL0
[2025-10-22T11:08:26.254+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: VwWV4JelEzY
[2025-10-22T11:08:26.272+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: koRKIlRQj4g
[2025-10-22T11:08:26.287+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: XKFKPQHdWRI
[2025-10-22T11:08:26.313+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: yuGEB4ZZdUQ
[2025-10-22T11:08:26.323+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: szt8xabJoSo
[2025-10-22T11:08:26.339+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Fbl3E_XCQfA
[2025-10-22T11:08:26.360+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Pe3pGsCeYXg
[2025-10-22T11:08:26.371+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: yzGmnjDFuZE
[2025-10-22T11:08:26.382+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: l_huIWJBhJM
[2025-10-22T11:08:26.405+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 7ALCsEyn3mg
[2025-10-22T11:08:26.412+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: CvMRiR4k49Y
[2025-10-22T11:08:26.423+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: g2rbhIB-ITM
[2025-10-22T11:08:26.439+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: nLpqZEAFnkE
[2025-10-22T11:08:26.453+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: sirrTXiPFmw
[2025-10-22T11:08:26.469+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: nRkwuTOESCc
[2025-10-22T11:08:26.488+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: AS6WMS_Bemg
[2025-10-22T11:08:26.502+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: wMn8d7IeCYM
[2025-10-22T11:08:26.531+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: BMZP4CtphaU
[2025-10-22T11:08:26.555+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 93s1JECSy60
[2025-10-22T11:08:26.575+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: YR6Wh2Zy9jE
[2025-10-22T11:08:26.591+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 5PCxQSMOl3o
[2025-10-22T11:08:26.606+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 5qzAVMe_SnM
[2025-10-22T11:08:26.624+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: zAAXW7ySu1k
[2025-10-22T11:08:26.640+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: sx5k8xd_VoU
[2025-10-22T11:08:26.656+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: uotb9ZHnI2g
[2025-10-22T11:08:26.683+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: nPlqRbVFBHI
[2025-10-22T11:08:26.708+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: _FX6rml2Yjs
[2025-10-22T11:08:26.718+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: kupaqq-xJ_8
[2025-10-22T11:08:26.729+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 4KVmSG6KS2k
[2025-10-22T11:08:26.739+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Lx9fRu5ehFo
[2025-10-22T11:08:26.750+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: ZJwX2jTXWwQ
[2025-10-22T11:08:26.766+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: N_GMakKf7G4
[2025-10-22T11:08:26.779+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 63gyUQ_JeOE
[2025-10-22T11:08:26.790+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: IZVbzNRUlQI
[2025-10-22T11:08:26.801+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 8D3vI1615K4
[2025-10-22T11:08:26.813+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: igVcy5dtN80
[2025-10-22T11:08:26.823+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: dEOlvTqYUNo
[2025-10-22T11:08:26.831+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: AS5CxLCWq-Q
[2025-10-22T11:08:26.840+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: jtOalDNVrKM
[2025-10-22T11:08:26.845+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: dDYP56hEYF0
[2025-10-22T11:08:26.855+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: iengNekeTNo
[2025-10-22T11:08:26.861+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: rqUvnLPvbrM
[2025-10-22T11:08:26.873+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 9CVwXBYVqVk
[2025-10-22T11:08:26.879+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: i8pmk5xnO2s
[2025-10-22T11:08:26.890+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: xWcldHxHFpo
[2025-10-22T11:08:26.895+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: YH1-fDzHHpo
[2025-10-22T11:08:26.900+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: ntlG5XgYg4k
[2025-10-22T11:08:26.908+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Qy17S3g8ZuY
[2025-10-22T11:08:26.933+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: PJyWmlWNor8
[2025-10-22T11:08:26.943+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: KzwTYZ2W3ZA
[2025-10-22T11:08:26.965+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 9fa_JYTPZ2Y
[2025-10-22T11:08:26.972+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: t1BWMa8btIw
[2025-10-22T11:08:26.981+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 2O8wta4FsD4
[2025-10-22T11:08:26.992+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: dSDBr0WjrwQ
